step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
240.0,41,854.0,10.166666666666666,4.978634826016821,2,33.0,0.7299105940235093,8,80.0,0.19145725170397332,1,3.0,0.3134893479531077,3,29.0,0.37623839604545656,5,36.0,0.0670050689829869,9,181.0,0.26300578496717175,8,491.0,0.4024185810567006,1,6.0,0.061274159051991677,3,239.0,0.27759900082692335,40,1098.0
245.0,36,934.0,11.675,4.5214867241969205,2,41.0,0.32553634599108655,8,118.0,0.16168069390481823,2,15.0,0.37892264786122587,4,44.0,0.06858573886110916,0,21.0,0.48044472271583843,10,230.0,0.3724948683370536,10,536.0,0.15109417416354387,0,0.0,0.7086152899705006,0,95.0,0.6038303035935171,36,1100.0
250.0,42,1074.0,13.594936708860759,4.025129468555192,3,55.0,1.7320226437202925e-05,8,158.0,0.2450439024987843,3,30.0,0.2907383266005129,2,19.0,0.27399782708802106,1,6.0,0.4953184880889213,11,281.0,0.19924132848692097,12,573.0,0.09013504981555946,0,2.0,0.9758050961219694,2,101.0,0.5392941361750141,42,1225.0
255.0,45,1232.0,15.794871794871796,3.687787729289099,3,72.0,0.22934103456960223,5,171.0,0.3768094617240311,3,36.0,1.1714186941776392e-05,2,35.0,0.48867406756166254,0,0.0,0.9669855808863113,15,348.0,0.09697384334357824,12,629.0,0.17444661287850538,0,4.0,0.873598036668197,5,117.0,0.14919087374018444,45,1412.0
260.0,38,972.0,12.15,3.964423288477003,3,87.0,0.24377956516230032,2,102.0,0.4349582548592094,3,51.0,0.0,3,48.0,0.4686226712978927,0,2.0,0.6813996410376283,8,245.0,0.18859342314954813,13,690.0,0.13119833798868563,0,4.0,0.5145769593130533,6,146.0,0.26202560152808274,38,1375.0
265.0,35,1067.0,13.17283950617284,4.494835326363419,4,102.0,0.19237440559141814,1,41.0,0.3462370407004727,3,70.0,0.5764705138285098,4,64.0,0.13420826211550455,0,2.0,0.8918687238160413,1,131.0,0.41057660190427936,13,753.0,0.11209283136997278,1,1.0,0.35224093034110465,7,181.0,0.33939426046213045,34,1345.0
270.0,36,1167.0,14.5875,4.972479845240303,3,117.0,0.36593970234090745,4,55.0,0.15498834128229727,0,4.0,0.9194940886070626,5,82.0,0.16316896089243213,0,2.0,0.925688156364183,2,80.0,0.3445104057078393,13,818.0,0.06384611558590432,1,6.0,0.4597101573374356,7,217.0,0.45058967317111454,35,1381.0
275.0,43,1347.0,16.62962962962963,4.158116149901367,4,134.0,0.3753260867812104,6,85.0,0.07256645651244632,1,7.0,0.4420357015778454,5,107.0,0.15518109150563827,0,12.0,0.6203355619989657,3,60.0,0.47914319001722494,14,888.0,0.11693707224729077,1,11.0,0.47208193449775543,9,255.0,0.34549381527310186,43,1559.0
280.0,49,1576.0,19.21951219512195,4.014195619999723,4,154.0,0.4636077055943724,7,119.0,0.2310901711322681,2,16.0,0.5433820582865796,5,132.0,0.1641611567050412,1,16.0,0.6274826677511481,4,81.0,0.3731872627437387,13,949.0,0.07298883838779213,1,16.0,0.6347272034954424,12,306.0,0.16792017408706822,49,1789.0
285.0,46,1589.0,19.14457831325301,3.844778946507113,1,106.0,0.4637435229764239,3,102.0,0.3783060595429362,2,24.0,0.46151356685502126,5,157.0,0.21373883863608922,1,21.0,0.47220172409874106,4,54.0,0.19709651689350347,16,1022.0,0.058521079965918384,1,5.0,0.3039941406282013,13,369.0,0.13238677623516323,46,1860.0
