step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,B_stopped,B_accumulated_waiting_time,B_average_speed,E_stopped,E_accumulated_waiting_time,E_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
700.0,22,1133.0,37.766666666666666,2.5671125332139377,14,864.0,0.11853863071525067,8,290.0,0.08991500416594377,22,1154.0
705.0,23,1246.0,37.75757575757576,2.6571831482994592,15,937.0,0.013162665272523811,8,330.0,0.05399127124036433,23,1267.0
710.0,25,1368.0,41.45454545454545,2.6317814198850717,16,1016.0,0.04978793224049377,9,373.0,0.09928892343546777,25,1389.0
715.0,25,1449.0,41.4,2.4543325931682767,17,1097.0,0.00031586039642441034,8,358.0,0.1811996498338759,25,1455.0
720.0,28,1580.0,45.142857142857146,2.0966580569677395,17,1184.0,0.1842001470018218,10,404.0,0.00021804998262131564,27,1588.0
725.0,28,1699.0,44.71052631578947,2.528885670159972,18,1271.0,0.07398612611326702,9,436.0,0.13778965554207026,27,1707.0
730.0,32,1838.0,45.95,2.13281015464893,20,1364.0,0.04423384230860699,10,482.0,0.1849780697921823,30,1846.0
735.0,34,1973.0,46.976190476190474,1.2556045000283573,21,1467.0,9.071387241375947e-06,10,514.0,0.03772234960152604,31,1981.0
740.0,32,2122.0,49.348837209302324,2.4272303277765435,20,1558.0,0.0,11,569.0,0.1428879329442655,31,2127.0
745.0,33,2287.0,54.45238095238095,2.2112624761351194,20,1658.0,0.02911973979818953,11,624.0,0.07688394196745309,31,2282.0
750.0,34,2457.0,58.5,1.666692583392663,20,1758.0,0.04610313511409108,12,684.0,0.12676308200281775,32,2442.0
755.0,36,2631.0,61.18604651162791,1.4868623660073776,21,1862.0,0.025309966771338486,12,744.0,0.16383350060040225,33,2606.0
760.0,27,2068.0,47.0,2.2595484194371633,21,1967.0,0.06982660333584283,3,377.0,0.10164979126920298,24,2344.0
765.0,27,2199.0,51.13953488372093,3.6519618377412666,22,2077.0,0.16248206008280003,3,81.0,0.2586012018296415,25,2158.0
770.0,28,2334.0,50.73913043478261,3.2767027495321,21,2182.0,0.19603826659858975,4,99.0,0.006716643721896662,25,2281.0
775.0,31,2484.0,54.0,3.129258185735138,23,2289.0,0.003375661595117418,5,124.0,0.13946950119779264,28,2413.0
780.0,30,2552.0,60.76190476190476,2.6188238705490168,24,2408.0,0.025247438495623397,3,58.0,0.2875861269600249,27,2466.0
785.0,32,2705.0,69.35897435897436,1.8956615631080898,25,2529.0,0.03740329362040026,4,75.0,0.172457807950539,29,2604.0
790.0,35,2869.0,71.725,0.8904260723701383,26,2655.0,0.00016540470760989306,5,98.0,0.15597281223865614,31,2753.0
795.0,35,3039.0,74.1219512195122,1.101091154576703,26,2785.0,7.915746408342625e-07,5,123.0,0.0,31,2908.0
800.0,29,2116.0,50.38095238095238,2.2065216145406876,20,2481.0,0.05763798173485516,5,148.0,0.16407471572314913,25,2629.0
805.0,24,1500.0,34.883720930232556,2.745339538715157,16,1898.0,0.09931376316340146,5,175.0,0.25789773342701583,21,2073.0
810.0,27,1506.0,35.02325581395349,3.2533780342982364,20,2049.0,0.021615885976162798,7,207.0,0.382475012146759,27,2256.0
815.0,30,1530.0,34.77272727272727,1.55299926057169,23,2263.0,0.0016717227446355607,6,173.0,0.03853001871867204,29,2436.0
820.0,34,1697.0,39.46511627906977,1.9452184433166189,25,2390.0,0.06441846967749906,8,160.0,2.179423911233782e-05,33,2550.0
825.0,29,1663.0,37.79545454545455,2.7138759364317733,25,2477.0,0.07403799339819297,3,48.0,0.24103950519919848,28,2525.0
830.0,32,1811.0,37.729166666666664,3.4961244554216346,26,2608.0,0.10433904521280332,4,46.0,0.0008893404949992691,30,2654.0
835.0,25,1795.0,37.395833333333336,3.4697858346438277,21,2373.0,0.132730274868473,3,45.0,3.1024268308299786e-06,24,2418.0
840.0,26,1828.0,38.8936170212766,4.040170297306465,21,2008.0,0.1118737217651413,3,62.0,0.51147064563543,24,2070.0
845.0,25,1932.0,42.93333333333333,4.158921109037757,21,2049.0,0.03749341183964897,4,78.0,0.4733680482660268,25,2127.0
850.0,29,2065.0,46.93181818181818,2.9313128067687226,23,2162.0,0.030049784220214388,6,101.0,0.16379913491136172,29,2263.0
